#,type,conscieniousness,agreeable,extraversion,neuroticism,openness
390,INFJ,67.19079902,43.20751707,64.85527345,94.37837824,43.36592452
391,ISFP,9.223986855,59.69458012,59.23833288,97.39667472,81.90024751
392,INFP,38.91281298,52.1732258,8.86621286,97.59109979,76.78740076
393,INTP,49.40025914,56.35216698,65.53112011,83.19833573,83.28073102
394,ESTP,13.95486053,71.60658531,18.42605198,97.79619423,64.06938622
395,ENTP,25.80322909,41.18203597,64.55665723,97.94120652,85.28950024
396,ENFP,33.73823323,agreeable.,52.38353393,94.8093035,85.50567897
397,INFP,9.805522309,31.97082256,8.18565829,99,73.99438558
398,INFP,42.96519961,42.32447852,19.02864649,98.48768141,32.98157149
399,INFJ,65.18765336,50.836875,36.25540094,96.74721127,51.00517391
400,INTJ,45.89819473,42.19239887,34.75118937,98.37182801,52.04723423
401,ISFP,52.74580752,70.09606288,47.40208035,83.34116507,68.40627603
402,INFJ,24.76970427,15.85616454,51.22347881,99,openness
403,ISFP,42.92528717,50.03206658,23.32126134,92.5035637,68.53234012
404,INFP,21.6514434,71.07977779,22.7357776,90.00870793,86.54051577
405,ENFP,43.30069607,78.75443429,30.30426187,64.01547276,77.31537132
406,INTP,31.78221644,54.84246099,52.89244969,92.13967918,61.60244387
407,INFP,24.12319638,85.12634539,26.57536573,89.32936525,80.54771684
408,INFJ,16.31198579,56.23637043,12.61844174,99,60.23656022
409,ENFP,9.480218695,71.67481532,41.56775098,99,78.50742353
410,INFP,16.26399038,52.94658145,21.78055702,97.69876453,82.4500691
411,INFJ,39.88169634,36.70265356,21.94349998,99,84.53471877
412,INTP,13.04986403,60.43911843,26.50915613,97.04417088,91.05296598
413,INFJ,30.82582665,76.59145249,49.67068709,75.5890491,83.21937649
414,INFJ,32.97948109,63.62023771,38.58363247,96.29359657,72.8930618
415,ISFJ,52.52195275,38.91474208,9.421573338,99,41.66109235
416,INFJ,29.4328373,70.26173586,32.21637256,85.30957213,61.14912081
417,INFP,41.67510977,36.0323736,35.88217161,99,54.39053603
418,INFJ,74.20471298,31.84919249,11.10348716,96.47194453,35.86268902
419,INFP,49.03236936,71.47356728,18.95239423,67.03408403,45.10156088
420,INTP,69.30237367,23.33465728,4.808574088,99,61.81349144
421,ENTP,62.31333765,46.40420188,70.41313993,90.64606755,65.25772903
422,INTP,50.17151015,54.83501471,10.41552575,92.23149774,69.98669611
423,INFJ,27.46570767,46.7400238,23.50633101,99,66.98655634
424,INFJ,26.42765364,44.15481938,40.88046507,97.26592327,83.61296145
425,INTJ,21.15900971,74.10844552,54.0210827,85.4123347,81.61474694
426,INFP,44.35631675,71.99236683,15.89384089,87.62165748,78.90065582
427,INFP,39.00496757,56.47420973,11.70648674,91.78140386,54.82009923
428,ENFP,39.04323437,29.82547951,33.49408273,91.68811648,65.51772709
429,INFP,9.831105346,79.14747062,28.20345655,76.4870689,92.96822884
430,ESFP,16.84446442,61.5874131,17.36377169,94.91691944,90.41125798
431,ISTP,3.278650581,52.60848671,30.66895882,99,76.8257648
432,INFP,25.48642931,55.69299279,40.80989483,97.06461254,72.35992485
433,INTP,35.11728239,46.39651881,50.08871481,93.43703359,58.34472833
434,INFJ,19.53990096,45.51183107,24.75782618,96.88171708,74.7087854
435,ENFJ,29.18534143,44.16370893,38.50321427,95.14858392,49.51852522
436,INFP,14.84997596,25.54510488,19.45487163,99,61.59292584
437,ENTP,59.09995358,76.68330293,67.93376588,68.28933881,52.86395195
438,INTJ,40.90738744,65.3032341,56.05179119,74.04664418,88.02460825
439,INFJ,29.39232002,49.12554111,37.61672021,97.82330182,57.06961011
440,INFJ,41.94561982,46.32637106,45.27591046,96.07264458,43.40786162
441,INTP,39.74441988,54.55109433,16.30803263,99,72.09646416
442,ISTP,33.81412683,43.43522508,26.63400608,97.69881005,74.79825962
443,ENFP,16.55711098,78.68654563,38.58681537,73.47027139,89.82716313
444,ENFP,32.18485065,27.9174337,17.52653656,97.30169308,57.19515834
445,ENFP,43.26958522,57.3021821,36.99570557,98.6796457,75.6173428
446,ENFJ,34.97521197,35.01448713,10.37450909,99,57.17108864
447,ESTP,46.09515546,52.79264179,33.74567602,83.50928322,56.79737163
448,INFJ,35.72186444,60.76083067,42.57572394,92.57660663,53.01009711
449,INTJ,19.71519553,23.19353443,21.30600145,99,66.43773834
450,ENTP,36.846021,47.82676725,58.71036993,95.0796644,83.98148611
451,INFP,46.6208759,81.84593961,53.15973116,25.23689896,69.89926342
452,INFP,29.20193369,27.47203775,21.85796411,97.99690832,73.81520325
453,INTP,28.31294887,15.35905857,10.02760599,98.05904772,57.71513751
454,INFP,22.13681682,37.76410515,38.06521048,98.68612525,88.28286791
455,INTJ,53.96375808,68.33327919,67.11061438,82.15531958,85.53466111
456,ENTP,22.63678719,38.29315367,36.60485469,97.37408594,76.41191408
457,INTP,17.20050622,64.16621002,41.53427792,97.00111629,69.52744901
458,ISTJ,59.39840159,57.87749624,35.49312521,89.03211551,54.90976535
459,INTJ,39.51727638,60.67336921,55.89026588,81.39139068,87.52446239
460,INTJ,41.32348726,61.45585472,53.25020058,93.20371015,80.60594828
461,INTJ,31.71937499,46.07188155,35.62333643,93.53338034,54.14058028
462,ENFP,47.56072325,47.81316265,15.7359648,95.18345845,46.24850514
463,ISTP,48.18125968,51.22776691,51.74958161,72.09812031,77.97408425
464,INTJ,54.20710607,41.99689984,40.87571178,81.09385496,65.817786
465,INFJ,10.3363084,69.03486665,21.16807801,94.86614691,54.34984679
466,INFJ,49.80896406,44.14631677,52.87352239,95.98768237,65.5339288
467,INFP,10.68248913,55.31275908,14.65396759,98.47104867,77.83815288
468,INFJ,58.17517746,77.22065243,24.31057805,75.27901716,73.71526838
469,INFP,53.62860701,16.38331507,4.461124285,99,21.21924564
470,ENFP,9.057057509,34.42533909,51.9732725,99,84.01419033
471,ENTP,28.11957147,33.6059578,43.80705835,98.36403302,78.89962292
472,INFJ,42.55577246,78.45962919,53.54635188,92.87747861,87.49680113
473,INFP,44.33331669,13.01756077,8.441961266,99,62.9642484
474,ISTP,31.46886192,70.93074089,54.52280026,94.59207862,56.19492475
475,INFJ,18.28250644,48.39474454,37.47386101,94.139999,76.82256772
476,ESTP,48.17770271,68.03842553,42.20963155,81.53383321,73.42449977
477,ENFP,30.9814886,64.32586965,35.4054077,96.20806404,77.39584603
478,ISTP,40.40392784,39.12827043,48.29316021,95.93934749,60.44444339
479,INFP,45.42955985,69.11868349,52.84355105,78.09739042,77.11114212
480,INFJ,55.25738664,65.24208867,66.9421623,68.9981979,50.01748992
481,INFP,28.15404134,59.50770071,41.07377386,98.03997977,53.20256848
482,INTJ,48.00834369,49.35927345,35.15735135,71.287775,77.46461682
483,ENFP,46.78933629,43.30132603,it,83.31678591,74.0316649
484,INFJ,38.51615801,38.36354576,39.71428356,99,66.61135545
485,INTP,13.32591566,55.22385003,27.44829943,83.90437474,67.997703
486,INTJ,53.34178067,70.92093779,15.05326341,91.09280998,60.17796708
487,INTP,24.66014919,65.67812785,26.5766403,94.58131602,80.32499417
488,ENFP,61.69099828,54.68107475,32.87554106,95.67181153,70.48306171
489,INFP,28.76701764,56.15970702,10.89934859,93.2138693,79.33474004
490,ENTJ,41.02159701,60.78573514,47.1081099,86.80368015,54.52197119
491,INTP,19.74795526,51.55818808,39.46676956,92.94514478,86.21625553
492,INFP,54.58774352,44.35362491,35.94966196,94.71413833,69.5211686
493,INTP,30.49059876,47.06660949,65.57385981,88.6154788,63.0160112
494,INTP,28.18619842,67.52358729,22.21322351,93.45994842,79.2702365
495,INFP,30.69956031,35.42923575,24.76739252,97.64408519,65.92140081
496,INFJ,31.57108988,72.10405814,51.06660608,81.02480945,87.32320832
497,ENTP,9.306749053,50.71425717,58.76169129,92.12394176,80.4821574
498,INFJ,47.76265042,41.96571617,33.2964797,97.66764762,66.31652366
499,INTJ,7.401574581,37.18211227,36.83712126,99,61.58281722
500,INTJ,54.83729208,19.14629534,20.29481162,99,79.06977843
501,INFJ,7.352121657,55.71078174,43.67348608,98.48739204,74.68617521
502,ENTP,47.86568556,51.64533991,21.71598237,92.68425742,44.61517845
503,INTJ,48.45442375,67.50947773,41.94865446,67.03344186,71.91365542
504,INFP,13.02684214,17.60295211,4.66306121,99,77.79876567
505,INTP,19.9352377,39.29080335,52.47275123,97.52584862,65.47724838
506,INFP,44.40412653,63.03764701,42.94811091,56.16079114,least
507,ISFP,55.95715952,62.43417821,45.39789265,92.10250536,70.9192839
508,ISFP,42.65027551,51.30327558,21.99798322,99,69.50216914
509,ISTP,24.58185544,23.40233635,47.97124304,99,80.06590854
510,INTP,59.20282314,53.63101873,24.68444972,95.16918525,51.4640914
511,INTJ,52.7811149,16.1990876,31.76957511,91.16644306,72.25581427
512,INFJ,54.83897451,43.07761858,31.27330887,98.72127953,51.90943242
513,ENTJ,23.91253031,62.30900357,34.84013485,99,93.86941779
514,INTJ,37.79233198,45.60452419,40.05853966,91.44029548,72.34398173
515,INFJ,78.41103501,30.9618073,23.14167884,93.50670415,34.19105124
516,ENFJ,27.71447826,70.76200122,16.96406835,90.82237511,76.50759213
517,INTJ,45.42995978,68.02304467,26.4088241,90.56297913,84.21754208
518,INFJ,40.33445628,56.94824278,22.94713672,90.3664837,80.05789943
519,ENTJ,35.01635938,42.56583822,48.24077788,94.50688323,61.10692438
520,INTP,79.47289162,33.93179613,18.63560396,74.81589994,60.76155249
521,INTJ,13.41592655,88.77017317,20.44378707,30.74695587,74.8722286
522,INTJ,55.03053268,36.45656132,19.32444762,96.79868017,49.96538568
523,ISTP,16.58756059,27.29902898,51.26916351,98.17944015,81.01542411
524,INFJ,58.31753226,57.90516743,43.82178734,90.41744422,55.92943516
525,INFP,32.24445209,57.83618948,24.28797371,94.81090968,84.3520616
526,INFP,71.77002857,37.32500844,29.99267391,96.82851667,57.04600969
527,INTP,75.82235196,65.61128199,93.51749081,68.58546675,57.39653162
528,INTP,18.51327029,30.60093241,59.63765695,98.66367992,51.91656778
529,ESFP,5.850973125,59.15351935,30.06538133,99,86.97694502
530,INFJ,16.69891065,39.87165736,48.7717918,95.11394602,63.3001658
531,INTP,26.66489088,66.41366705,41.66265189,80.9032683,66.4108601
532,INFJ,11.31421799,48.23909566,34.07909666,94.73401702,86.78112813
533,ISFJ,40.11532336,45.28815952,25.91976389,93.11742179,49.5365712
534,ENTJ,60.58444536,28.31245431,23.7018531,93.90088742,47.48652267
535,INFP,38.76457307,29.6991307,8.317997,92.34498917,80.97798846
536,ENTP,18.40126536,51.80366665,9.840804732,99,69.75458909
537,INFP,44.15677652,87.75287772,65.39975035,77.88774528,85.67050662
538,ENFJ,70.12288988,39.76075429,43.4495387,93.24998301,69.68519408
539,INFP,57.49187667,33.41624611,5.716636625,94.91484811,74.25665023
540,INFP,33.16399315,61.59798051,48.97640624,86.33599168,58.1689552
541,ENFP,45.65435096,67.34045654,46.68601859,87.61063179,78.80704449
542,INFP,28.35658964,43.79801424,58.01867636,97.12204018,82.12111718
543,ISFJ,15.42054261,43.2214441,32.00919007,95.08112112,71.55998563
544,INTJ,51.08987901,75.3346392,you,84.35177495,69.57690704
545,INFJ,23.77690915,39.19104345,19.56067237,93.87485499,63.40290888
546,ESTJ,57.54432771,64.17478436,40.36717301,93.48690018,31.44295706
547,INFJ,45.86001357,52.90917779,13.06853828,98.80371316,69.01985805
548,INTP,60.76590299,33.43552683,23.39991247,88.38060503,61.48492791
549,INFP,37.97262606,35.27416466,22.43145617,98.40428762,60.04439877
550,ISFJ,51.23047226,48.11721341,52.69846083,94.058266,61.04661769
551,INFJ,33.33021464,46.79286064,27.8812498,94.90566331,70.29035873
552,ENTP,31.72588706,54.1247537,46.176599,93.40670614,65.47221119
553,ENTJ,9.665966074,52.77580789,25.88445751,99,52.0715765
554,ENTP,29.84979503,18.81159421,17.34355562,99,60.53738549
555,INTJ,49.81066354,61.80643308,47.80470206,82.65797217,79.01141533
556,INFP,25.18623471,29.48252146,23.7234185,99,66.40241564
557,INFP,53.73408814,41.90031091,17.89763223,98.81390209,62.52149139
558,INFJ,43.13248889,78.39788894,42.45653046,64.49318958,75.12876631
559,INTJ,16.20961251,30.77534295,25.84616459,99,59.12528103
560,INTJ,42.3527533,74.7975867,61.16897273,79.75455103,81.71488709
561,INTP,24.52801094,19.8065238,22.62269739,99,82.78094263
562,INTJ,40.89684349,72.8756003,14.21404155,94.96415396,52.6417178
563,INFJ,35.38266708,43.24557119,59.63779008,95.63148428,73.47719399
564,INFP,41.79889106,52.29805074,40.91220879,96.03389414,71.9462229
565,ENTP,38.18404872,67.09639552,58.75082437,77.80288,52.34949373
566,ENTJ,70.52571659,24.33414945,1.719995175,99,36.44287425
567,ISTP,5.923667322,59.63892279,39.17077263,79.23703598,91.49814563
568,INFP,32.83394687,59.28162667,14.91065977,92.95778887,73.83870649
569,ENFP,26.25645463,28.78258067,17.55778958,99,63.6413926
570,ISTP,16.32122133,31.52500642,20.90029851,99,65.09988935
571,INTP,56.0944047,47.71630493,22.00565794,89.19535483,68.25203386
572,INFP,33.08698387,72.88570839,46.18183723,64.67031551,84.9017939
573,INFJ,59.93233117,57.9040044,29.60061236,93.36987707,66.07813381
574,INFJ,29.71873912,40.30247969,46.46118737,98.24132926,71.71257094
575,ENTP,48.47861062,38.82865033,23.73783488,98.01738536,49.24272852
576,INFJ,35.62408676,71.22917564,29.46333621,89.94847512,79.4672005
577,INTP,48.36840916,24.8986073,24.70781398,98.66061209,57.93926136
578,INTJ,47.87326769,60.6576931,20.76507728,88.5668477,70.47567001
579,INFP,47.03778999,80.28996367,63.63331332,76.1132528,I
580,INFP,17.04744278,36.21110856,11.43124082,99,60.30587957
581,INFJ,30.32295294,62.74688708,58.36710194,75.58299402,80.31740489
582,ENFP,14.05809104,34.21115159,17.78034724,99,72.2171476
583,ISFP,30.70721407,86.23931822,39.31515817,82.01829127,92.63416975
584,INFJ,46.34226142,49.87480092,24.98432306,97.8980719,76.52419819
585,INTJ,52.64172512,67.34285069,26.1007431,72.84134221,63.23882565
586,INTP,39.28146531,72.4774099,17.19860067,91.74253614,62.21770963
587,ENTP,37.6333941,25.93071662,30.53258023,98.75280367,55.5190112
588,ENFJ,20.18751642,63.19136429,22.19671198,93.57302146,84.84143617
589,ENTP,16.02214857,68.49658761,25.13043692,93.10032388,75.59788186
590,INTJ,68.91924106,26.53358674,14.5148957,91.76489563,58.57117724
591,INFP,30.83793282,41.61135607,29.01250485,99,72.62266371
592,ENFP,21.1426385,33.54229708,40.42000627,99,65.46035772
593,ESTP,5.256219487,53.32038018,24.96504654,98.26318799,63.26405857
594,INFP,41.15113294,66.56745995,55.00232259,68.29893711,55.68591173
595,ESTJ,23.03888071,67.95344333,37.74191323,88.04918812,60.13753441
596,INFP,25.44333173,69.60666706,28.80226452,98.51368094,81.78381679
597,ENFP,24.57128867,74.25527258,49.8963965,91.22348922,84.3806776
598,INFJ,43.5350482,20.57762462,17.74413724,99,59.14987899
599,INFP,8.896535023,57.92672938,45.17714598,98.53200728,69.0016779
600,INFP,36.64062697,48.49645564,19.8792203,99,62.90637997
601,INTJ,40.73711929,69.63513967,19.20788004,59.89261128,15.30495177
602,INFJ,31.6503918,55.35424917,36.36867333,91.23315326,67.44210826
603,INFP,34.32249857,51.73825293,90.51009457,87.1169859,66.0400217
604,INTP,28.43983477,32.92803016,19.99486836,99,69.45167547
605,INFP,31.66159341,38.71747937,32.84113337,86.62547618,68.01080984
606,INTJ,56.57683348,63.09722771,23.85856855,92.28417099,53.44869566
607,ISTP,26.0315844,40.20503908,23.51035857,86.67257616,72.80191497
608,INFP,15.67517675,59.36014325,16.67169344,99,83.38597401
609,INFJ,23.50745029,49.1337864,39.08424823,98.97631635,68.60909361
610,INFP,36.82918843,49.32747341,36.26667716,84.80881282,57.59650913
611,INTP,29.78094885,41.39870276,20.64840842,92.834295,57.67645101
612,INTP,56.85684055,67.19071749,57.25486804,66.70966659,50.69868655
613,ENFJ,55.15946499,53.8442081,29.47864722,96.98128148,46.29820313
614,INFP,8.80392932,40.42127239,28.63725389,99,76.84072503
615,INFJ,22.89684301,80.08141007,8.907191254,91.01577289,85.21224252
616,ENTP,62.55704269,54.67461639,20.27336183,95.73380381,48.82159843
617,ESFP,47.88798471,51.32779585,67.02669132,88.92658177,88.38191593
618,INTP,41.32142745,59.37787921,46.00088425,79.88838301,81.12798718
619,INFP,24.61014777,62.32777836,22.27597191,99,93.68661125
620,INFJ,37.21068237,18.52144374,30.5581343,99,79.10788873
621,ISTP,21.21081167,68.44755199,39.95274616,85.80834605,56.85144564
622,INTJ,49.89649736,54.37196824,35.06241576,94.33860233,78.09548124
623,INFJ,47.24172687,42.01871373,16.58847665,99,69.80204209
624,ENFP,39.2534074,63.80527173,26.03167347,88.32148188,Please
625,INFJ,11.81128575,60.14435415,11.815355,93.51855263,58.27658597
626,INFP,18.82042352,50.16388314,26.41404269,98.01966999,91.83529953
627,ESFJ,50.44141427,56.79614053,31.1315914,91.93378439,36.87008787
628,INFP,36.05522795,53.6213312,11.59650761,96.55932298,68.55087887
629,INFJ,7.779768735,64.56421609,25.64368856,92.68915283,66.45825702
630,ISTJ,76.13692186,60.31746464,50.79293142,49.91454101,80.00654644
631,INTP,61.25819584,29.16035448,38.1038541,97.04768039,40.24925152
632,INFP,34.77368612,27.408721,19.45958575,99,69.67715427
633,ISFJ,49.52175516,53.74295556,28.81793868,99,36.95878396
634,ESFP,11.42212458,73.77543874,30.98616126,98.71080598,78.70901429
635,ISTP,19.1336876,37.51187996,21.70567591,98.98868058,82.7139241
636,ENFP,6.842856766,73.31173338,52.07742843,96.70654982,81.91786051
637,INTJ,20.82199821,39.17248069,24.44760231,98.95312144,80.96198678
638,ISTP,8.296507816,23.3569832,11.95878947,99,61.75337541
639,ENTP,16.62523356,62.00518243,22.36774656,98.15293465,61.46457923
640,ENTP,31.23361047,13.16804466,37.87463021,99,55.24559441
641,INFP,11.59956134,32.7369571,6.643738256,99,72.94573646
642,INTJ,45.84144192,67.96871753,31.71205934,95.72131323,43.60579927
643,ENFP,37.96173715,52.61761539,31.97714046,94.74065992,74.61914487
644,INFP,39.1565305,52.67424637,34.04930905,84.69513491,67.31293123
645,INTJ,53.35510941,97.14239377,85.77600681,48.03459061,97.43879995
646,INTJ,47.00928685,41.08477498,9.815411102,98.07155733,72.95342759
647,ENTP,44.9292365,57.79294755,50.52821918,85.303929,74.8885531
648,INFP,38.10656547,51.32412596,47.45592525,82.21851572,69.35794503
649,INFP,38.49278273,60.81889007,60.27865798,97.01686727,75.0873268
650,ENFP,50.24535198,51.13872986,34.53229564,97.6021999,46.53356622
651,ENFP,46.86215404,60.31202637,42.72210072,96.94230215,81.07053545
652,INTP,64.53732572,31.24011161,21.05420779,99,37.49844515
653,INFJ,27.95553676,62.88548276,43.92378849,83.06997823,69.78684327
654,INTP,28.99117993,59.62019882,59.44935983,97.39519313,50.85979752
655,INFP,29.85322854,11.64167167,2.287540824,99,54.35645303
656,INFJ,31.60671022,47.53052589,39.75499693,98.02705371,51.90255954
657,INTJ,16.72217738,18.42220819,8.272623285,99,74.78637806
658,ENTP,11.74419196,26.47889038,11.86779961,99,61.57628272
659,INFJ,61.22877815,25.36097177,35.98365687,95.23250458,69.90750436
660,INTP,28.36982825,64.9621319,54.39762814,86.807306,79.81189315
661,INTP,23.95398681,33.86583201,14.39746332,99,69.3500158
662,INFJ,61.04831707,29.81403751,50.93031041,98.27165714,54.89033939
663,INFP,18.78776637,40.82050263,26.21579289,98.05084872,67.57133221
664,INTP,8.776637236,63.20953804,33.03065789,98.69818928,91.14092341
665,ISTP,1.975516321,81.47626637,34.44036126,96.0091661,95.2164857
666,ENTP,25.51564764,57.22476988,33.86798139,99,46.88161245
667,INFP,18.52417018,44.49340196,11.0697612,98.63444682,64.68858947
668,INFP,7.467111533,44.94181165,5.762149854,99,78.28442047
669,INTP,36.73024752,32.57170179,24.3821122,96.45877221,60.8011844
670,ISTP,39.613705,65.72139513,62.85885723,97.2219032,86.95614377
